CCS_CATEGORY,CCS_DESCRIPTION,DRUG_NAME,PATIENTS
93,Dizziness,CODEINE PHOSPHATE INJECTION 15MG/ML,4
93,Dizziness,MORPHINE HYDROCHLORIDE INJECTION 10MG/ML,3
93,Dizziness,"BISACODYL SUPPOSITORIES ""YUNG SHIN",6
93,Dizziness,CARBETIN TABLETS,5
93,Dizziness,HERBESSER TABLETS,8
93,Dizziness,"PANACAL INJECTION ""PANBIOTIC",127
93,Dizziness,BEHYD TABLETS,19
93,Dizziness,"MAGNESIUM OXIDE TABLETS 250MG ""VPP",12
93,Dizziness,"HYDROXOCOBALAMIN INJECTION ""TAI YU",1
93,Dizziness,"COLD CAPSULES ""SWISS BRAND",10
93,Dizziness,"TRICODEX CREAM ""C.C.P.",1
93,Dizziness,"DORISON TABLETS (DEXAMETHASONE) ""ROYAL",1
93,Dizziness,POTASSIUM CHLORIDE INJECTION 15%,2
93,Dizziness,"PANDOL INJECTION (HALOPERIDOL) ""PANBIOTIC",3
93,Dizziness,"YONFUPHARM"" IBUPROFEN TABLETS",15
93,Dizziness,B. &N. BACINEOCIN OINTMENT,1
93,Dizziness,"MAGNESIUM OXIDE TABLETS ""KINGDOM",32
93,Dizziness,"DEXTROSE AND SODIUM CHLORIDE INJECTION 5%/0.9% ""Y.F.",1
93,Dizziness,"ERYMYCIN CAPSULES 250MG (ERYTHROMYCIN ESTOLATE) ""VPP",5
93,Dizziness,ANXIEDIN TABLETS 1MG (LORAZEPAM),1
93,Dizziness,UCEFA CAPSULES 500MG (CEFADROXIL),2
93,Dizziness,APRELAZINE INJECTION 20MG/ML (HYDRALAZINE),1
93,Dizziness,NEUROPAM INJECTION 2MG/ML (LORAZEPAM),4
93,Dizziness,ANSRON FILM COATED TABLETS 100MG,4
93,Dizziness,"SULFASIL CREAM 1% (SILVER SULFADIAZINE) ""VPP",4
93,Dizziness,"ISOBIDE TABLETS 10MG ""WEIDAR",4
93,Dizziness,ROLIKAN INJECTION (SODIUM BICARBONATE),1
93,Dizziness,"SOMIN TABLETS 2MG (DEXCHLORPHENIRAMINE) ""YUNG SHIN",2
93,Dizziness,"SUCRAL TABLETS 500MG ""VPP"" ",4
93,Dizziness,TOPSYM LOTION (FLUOCINONIDE),1
93,Dizziness,"SULINTON TABLETS 200MG ""Y.S.""(SULINDAC)",1
93,Dizziness,COUGH MIXTURE,3
93,Dizziness,"REBAMOL TABLETS 500MG (METHOCARBAMOL) "" WINSTON ",11
93,Dizziness,"FUNASIN CAPSULES 5MG ""KOJAR"" (FLUNARIZINE)",347
93,Dizziness,TEIRIA GEL 50MG/GM(ETOFENAMATE),35
93,Dizziness,EVAC ENEMA,1
93,Dizziness,SEMPER TABLETS 25MG (MECLIZINE),190
93,Dizziness,"BIPERIN TABLETS 2MG (BIPERIDEN) ""UNION",12
93,Dizziness,"THROUGH F.C. TABLETS ""C.M.""(SENNOSIDES)",29
93,Dizziness,CABUDAN TABLETS 25MG,5
93,Dizziness,"SODIUM CHLORIDE INJECTION 3% ""Y.F.",1
93,Dizziness,CINOLONE F.C. TABLET 250MG,1
93,Dizziness,"SWITANE TABLET 2MG ""SWISS"" (TRIHEXYPHENIDYL)",14
93,Dizziness,TINTEN TABLETS 500MG,63
93,Dizziness,SECORINE SYRUP,1
93,Dizziness,"COLCHICINE TABLETS 0.5MG ""S.T.",1
93,Dizziness,"FYLIN RETARD F.C.TABLETS 400MG ""C.H.""(PENTOXIFYLLINE)",20
93,Dizziness,"SULFIN TABLETS 100MG (SULFINPYRAZONE) ""TTY",1
93,Dizziness,"MILIX TABLETS 1.25MG ""M.S."" (INDAPAMIDE)",7
93,Dizziness,BENSAU(BENZONATATE 100MG) SOFT CAPSULE,6
93,Dizziness,AMPRAZO TABLETS 0.5 MG (ALPRAZOLAM),46
93,Dizziness,"ESZO TABLETS 2MG""S.T.""(ESTAZOLAM)",9
93,Dizziness,KINAX TABLETS 0.5MG (ALPRAZOLAM),3
93,Dizziness,DELIBS F.C TABLETS 50MG,3
93,Dizziness,"U-CHU"" ACEO CAPSULES RETARD 90MG",8
93,Dizziness,"CLONOPAM TABLETS 0.5MG ""KINGDOM""(CLONAZEPAM)",9
93,Dizziness,FERALL SOFT CAPSULES,4
93,Dizziness,"NOSMA SUSTAINED-RELEASE   MICROSPHERES CAP. 125MG ""WECAM",6
93,Dizziness,ACTEIN EFFERVESCENT TABLETS 600MG,8
93,Dizziness,"U-CHU"" TONEC TABLETS 100MG (ACEC LOFENAC)",25
93,Dizziness,SYNTAM F.C. TABLETS 1200MG,62
93,Dizziness,GENDERMIN OPHTHALMIC OINTMENT 3MG/GM (GENTAMICIN SULFATE),1
93,Dizziness,"FENOLIP-U TABLETS 160MG ""C.H.",3
93,Dizziness,Laston Injection 30 mg/ml (Ketorolac Tromethamine),6
93,Dizziness,"MOCOUGH CAPSULES ""LITA",2
93,Dizziness,MOPRIDE F.C. TABLETS 5MG,12
93,Dizziness,SPERSIN OINTMENT,1
93,Dizziness,NARIX SR F.C. TABLETS 1.5 MG,7
93,Dizziness,B-N-O OINTMENT,9
93,Dizziness,CHENDAY INJECTION 5MG/ML,1
93,Dizziness,GLUCOSE INJECTION 5%,8
93,Dizziness,PROPRANOLOL TABLETS 10MG ,20
93,Dizziness,CEFA INJECTION,2
93,Dizziness,"FLUPINE TABLETS 0.25MG ""JOHNSON"" (FLUDIAZEPAM)",89
93,Dizziness,GENESAFE TABLETS 200MG (MEPHENOXALONE),10
93,Dizziness,"DIAPIN TABLETS 2MG (DIAZEPAM)""PINE LAWER",278
93,Dizziness,"APREZIN TABLETS ""JOHNSON",4
93,Dizziness,INDOY CAPSULES,4
93,Dizziness,CINNAZINE TABLETS(,175
93,Dizziness,CYPRODIN TABLETS,1
93,Dizziness,PROMERAN F.C. TABLETS 3.84MG ,18
93,Dizziness,PROMERAN INJECTION,12
93,Dizziness,DEXAMETHASONE INJECTION,2
93,Dizziness,"UNDIARRHEA CAPSULES""YUNG SHIN"" (LOPERAMIDE)",4
93,Dizziness,"SILENCE TABLETS ""YUNG SHIN""(LORAZEPAM)",20
93,Dizziness,"PONSTAL CAPSULES 250MG  ""SINPHAR""(MEFENAMIC ACID)",5
93,Dizziness,"BUTYSCOL INJECTION ""STANDARD"" (SCOPOLAMINE)",2
93,Dizziness,"NAPROXEN TABLETS ""SINPHAR",1
93,Dizziness,"NINCORT ORAL GEL (TRIAMCINOLONE) ""SINPHAR",1
93,Dizziness,"CIMETIN TABLETS (CIMETIDINE) ""JOHNSON",14
93,Dizziness,"TREN CAPSULES 250MG (TRANEXAMIC ACID) ""YUNG SHIN",1
93,Dizziness,WINSUMIN F.C. TABLETS 50MG (CHLORPROMAZINE HCL),1
93,Dizziness,"CEFADROXIL CAPSULES 500MG ""S.T.",1
93,Dizziness,"SULFINPYRAZONE CAPSULES 100MG ""S.C.",4
93,Dizziness,NOVAMIN INJECTION 5MG/ML (PROCHLORPERAZINE),29
93,Dizziness,"DUPIN INJECTION 5MG/ML (DIAZEPAM) ""C.C.P.",42
93,Dizziness,BUSCOPAN S.C. TABLETS 10MG (HYOSCINE-N-BUTYL BROMIDE) ,1
93,Dizziness,PERSANTIN S.C. TABLETS 75MG (DIPYRIDAMOLE) ,18
93,Dizziness,"LATOL F.C.TABLET 200MG ""STANDARD",16
93,Dizziness,"COMPESOLON TABLETS 5MG ""PINE LAWER"" (PREDNISOLONE)",9
93,Dizziness,"MUSCO TABLETS 30MG ""STANDARD"" (AMBROXOL HYDROCHLORIDE)",26
93,Dizziness,SOLANTIN S.C. TABLETS 25MG (DIPYRIDAMOLE),13
93,Dizziness,"NIDOLIUM TABLETS 10MG ""SINPHAR""(DOMPERIDONE)",4
93,Dizziness,SINTRIX FOR INJECTION 1G (CEFTRIAXONE),1
93,Dizziness,BOKEY ENTERIC-MICROENCAPSULATED CAPSULES 100MG (ASPIRIN)  ,12
93,Dizziness,"WELIZEN F.C. TABLETS 20MG ""N.K.",1
93,Dizziness,NIFECARDIA CAPSULES 10MG (NIFEDIPINE),2
93,Dizziness,TRENFYLLINE S.R.F.C. TABLETS 400MG (PENTOXIFYLLINE),14
93,Dizziness,"LABTAL F.C. TABLETS 200MG (LABETALOL) ""SINPHAR",6
93,Dizziness,FLUR DI FEN PATCH  40MG/12GM,2
93,Dizziness,"LIQUID BROWN MIXTURE (WITH OPIUM) ""CENTER",27
93,Dizziness,"TRAND CAPSULES 250MG ""STANDARD""(TRANEXAMIC ACID)",2
93,Dizziness,"NILPID F.C.TABLETS 300MG""SWISS""(GEMFIBROZIL)",2
93,Dizziness,EURICON TAB. 50MG (BENZBROMARONE),8
93,Dizziness,MEFNO TABLET 200MG,1
93,Dizziness,"ASCOTYL ENTERIC-MICROENCAPSULATED CAPSULES 100MG ""STANDARD",93
93,Dizziness,MEPTIN-MINI TABLETS,1
93,Dizziness,"MEPHENOXALONE TABLETS 200MG ""U-CHU.",2
93,Dizziness,PLETAAL TAB. 50,4
93,Dizziness,"VOLNA-K F.C. TABLET 25MG ""STANDARD"" (DICLOFENAC POTASSIUM) ",1
93,Dizziness,"MIDORINE TABLETS ""P.L",7
93,Dizziness,CONSRINE SYRUP,2
93,Dizziness,DINIDOL S.C. TABLETS 25MG,680
93,Dizziness,ZOLPI F.C  TABLETS 10MG,13
93,Dizziness,"CODICON-U CAPSULES ""SINPHAR",10
93,Dizziness,EARFLO OTIC SOLUTION,4
93,Dizziness,NILASEN TABLETS 24MG,89
93,Dizziness,Neurtrol F.C. Tablets 300mg,1
93,Dizziness,"Metsone Cream 0.1% ""Sinphar",1
93,Dizziness,"FLUTICOSONE CREAM ""S.C.",1
93,Dizziness,OXBU EXTENDED-RELEASE TABLETS 5MG,13
93,Dizziness,ZODENOX FILM COATED TABLETS 10MG“YUNG SHIN”,7
93,Dizziness,XYZINE F.C. TABLETS 5MG,15
93,Dizziness,PIRACETAM ORAL SOLUTION“CENTER”,14
93,Dizziness,SULMEZOLE EYE DROPS 4%“MEDICINE”(SULFAMETHOXAZOLE SODIUM),1
93,Dizziness,MOSAPULIN FILM COATED TABLETS 5MG,2
93,Dizziness,ALLEDINE F.C. TABLETS 180MG,1
93,Dizziness,"LORAPSEUDO SR F.C. TABLETS 5/120MG ""CYH",12
93,Dizziness,GLIBUDON TABLETS 500MG,2
93,Dizziness,RIVOTRIL 0.5MG TABLET,16
93,Dizziness,RIVOTRIL 2MG TABLET,2
93,Dizziness,SLOW-K TABLETS 600MG,3
93,Dizziness,KALIMATE POWDER,3
93,Dizziness,CONCOR 5 MG,17
93,Dizziness,NORMACOL PLUS GRANULES,5
93,Dizziness,PLENDIL TABLETS 5MG,13
93,Dizziness,ATEHEXAL 100 FILM TABLET,4
93,Dizziness,CATAFLAM 25MG SUGAR-COATED TABLETS,6
93,Dizziness,SINEMET 25/250 TABLETS,1
93,Dizziness,SINEMET 25/100 TABLETS,15
93,Dizziness,CLARINASE REPETABS TABLETS,2
93,Dizziness,IMDUR CONTROLLED-RELEASE TABLETS 60MG,4
93,Dizziness,NITROSTAT 0.6MG,4
93,Dizziness,FLORINEF TABLETS 0.1MG,7
93,Dizziness,SUCRATE GEL SUSPENSION,2
93,Dizziness,SOFRADEX DROPS,1
93,Dizziness,NORVASC TABLETS 5MG,58
93,Dizziness,XANAX XR EXTENDED-RELEASE TABLETS 0.5MG,1
93,Dizziness,COZAAR F.C.TAB. 50MG,35
93,Dizziness,DEPAKINE CHRONO 500MG FILM COATED TABLETS,2
93,Dizziness,DILATREND TAB. 6.25MG,2
93,Dizziness,RISPERDAL ORAL SOLUTION 1MG/ML,1
93,Dizziness,PROCTOSEDYL OINTMENT,1
93,Dizziness,TOPAMAX FILM-COATED TABLETS 25MG,1
93,Dizziness,SEROQUEL TABLETS 25MG,9
93,Dizziness,AUGMENTIN 1G F.C. TABLETS,6
93,Dizziness,AMARYL 2.0 TABLETS,2
93,Dizziness,RISPERDAL FILM COATED TABLETS 3MG,1
93,Dizziness,NASACORT AQ,1
93,Dizziness,APROVEL 300MG FILM-COATED TABLETS,19
93,Dizziness,REQUIP FILM-COATED TAB. 0.25MG,11
93,Dizziness,LIPITOR FILM-COATED TABLETS 10MG,30
93,Dizziness,NASONEX AQUEOUS NASAL SPRAY,2
93,Dizziness,PLAVIX FILM-COATED TABLETS 75MG,27
93,Dizziness,ADALAT OROS 30,2
93,Dizziness,ALLEGRA TABLETS 180MG,25
93,Dizziness,BLOPRESS TAB. 8MG,8
93,Dizziness,MICARDIS TABLETS 80MG,3
93,Dizziness,MICARDIS TABLETS 40MG,9
93,Dizziness,CO-DIOVAN 160/12.5 FILM COATED TABLETS,4
93,Dizziness,COMTAN FILM-COATED TABLET 200MG,11
93,Dizziness,COAPROVEL 300MG/12.5MG FILM-COATED TABLES,2
93,Dizziness,ZANIDIP F.C TAB. 10MG,12
93,Dizziness,PULMICORT NASAL AQUA 64UG/DOSE  120DOSE,2
93,Dizziness,DIOVAN FILM-COATED TABLETS 160MG,26
93,Dizziness,TRILEPTAL FILM COATED TABLETS 300MG,5
93,Dizziness,LESCOL XL FILM-COATED TABLETS 80MG,5
93,Dizziness,COZAAR F.C. TABLETS 100MG,2
93,Dizziness,ULTRACET TABLETS,11
93,Dizziness,AGGRENOX MODIFIED RELEASE CAPSULES,5
93,Dizziness,ARCOXIA TABLET 60MG,1
93,Dizziness,CONCOR 1.25,2
93,Dizziness,OTSUKA ABILIFY TABLETS 5MG,4
93,Dizziness,NEXIUM POWDER FOR INJECTION AND INFUSION 40MG,1
93,Dizziness,CRESTOR 10MG FILM-COATED TABLETS,25
93,Dizziness,GASTER D TABLETS 20MG,1
93,Dizziness,CYMBALTA 60MG,6
93,Dizziness,CYMBALTA 30MG,8
93,Dizziness,Simvahexal Film-coated Tablets 40mg,3
93,Dizziness,CADUET 5MG/10MG TABLET,17
93,Dizziness,Harnalidge D tablets 0.2mg,1
93,Dizziness,Fosamax Plus Tablets,2
93,Dizziness,HYZAAR FC TABLETS 100/12.5 MG,18
93,Dizziness,JANUVIA 100 MG F.C. TABLETS,7
93,Dizziness,AMARYL M FILM-COATED TABLETS 2/500MG,7
93,Dizziness,AVAMYS NASAL SPRAY,2
93,Dizziness,SEVIKAR 5/20MG FILM COATED TABLETS,2
93,Dizziness,NEUPRO TRANSDERMAL PATCH 4MG/24H,11
93,Dizziness,JANUMET 50/500 MG FILM-COATED TABLETS,5
93,Dizziness,Exforge film-coated tablet 5/160mg,5
93,Dizziness,REQUIP PD 2MG PROLONGED RELEASE TABLET,3
93,Dizziness,Madopar 125 Capsules“Italy”,14
93,Dizziness,MIRAPEX 1.5MG PROLONGED-RELEASE TABLETS,5
93,Dizziness,TWYNSTA TABLETS 80/5 MG,1
93,Dizziness,ACTRAPID  100 I.U./ML,2
93,Dizziness,"CHLORPHENIRAMINE MALEATE INJECTION 5MG ""SINTONG",61
93,Dizziness,COMBEPLEX INJECTION,1
93,Dizziness,VITAGEN INJECTION 50%,1
93,Dizziness,"PECOLIN SUSPENSION ""STANDARD",3
93,Dizziness,"PHENOBARBITAL TABLETS ""Y.Y.",3
93,Dizziness,ANNA F COATED TABLETS,78
93,Dizziness,"ERGOTON FILM COATED TABLETS ""JOHNSON",2
93,Dizziness,TAEE S.C. TABLETS 5MG,37
93,Dizziness,"FRONIL S.C. TABLETS ""JOHNSON",14
93,Dizziness,FERROUS GLUCO-B S.C. TABLETS,5
93,Dizziness,"DEXAMETHASONE TABLETS ""C.C.P.",1
93,Dizziness,ALINAMIN-F 50 S.C. TABLETS,1
93,Dizziness,"PROCHLORPERAZINE MALEATE TABLETS ""JOHNSON",22
93,Dizziness,DUPIN TABLETS,1
93,Dizziness,CALOMIDE S.C. TABLETS 250UG,33
94,Othereardx,CARBETIN TABLETS,7
94,Othereardx,BEHYD TABLETS,1
94,Othereardx,"MAGNESIUM OXIDE TABLETS 250MG ""VPP",5
94,Othereardx,"COLD CAPSULES ""SWISS BRAND",15
94,Othereardx,"TRICODEX CREAM ""C.C.P.",6
94,Othereardx,KINGMIN OPHTHALMIC SOLUTION (SULFAMETHOXAZOLE),1
94,Othereardx,"DICLOCIN CAPSULES ""KINGDOM"" (DICLOXACILLIN)",1
94,Othereardx,"YONFUPHARM"" IBUPROFEN TABLETS",19
94,Othereardx,"ZINGA TABLETS (ZINC GLUCONATE) ""BOWLIN",2
94,Othereardx,B. &N. BACINEOCIN OINTMENT,1
94,Othereardx,"AMOXICILLIN CAPSULES 250MG ""S.T.",2
94,Othereardx,"MAGNESIUM OXIDE TABLETS ""KINGDOM",7
94,Othereardx,"ERYMYCIN CAPSULES 250MG (ERYTHROMYCIN ESTOLATE) ""VPP",2
94,Othereardx,ANXIEDIN TABLETS 1MG (LORAZEPAM),1
94,Othereardx,UCEFA CAPSULES 500MG (CEFADROXIL),2
94,Othereardx,"MYCOSTEN CREAM 10MG/GM (CLOTRIMAZOLE) ""SINPHAR",2
94,Othereardx,"SOMIN TABLETS 2MG (DEXCHLORPHENIRAMINE) ""YUNG SHIN",4
94,Othereardx,"SUCRAL TABLETS 500MG ""VPP"" ",1
94,Othereardx,"REBAMOL TABLETS 500MG (METHOCARBAMOL) "" WINSTON ",4
94,Othereardx,"FUNASIN CAPSULES 5MG ""KOJAR"" (FLUNARIZINE)",62
94,Othereardx,"FUTUSOA CREAM ""S.Y.",1
94,Othereardx,"MESYREL TABLETS 50MG ""LOTUS",13
94,Othereardx,TEIRIA GEL 50MG/GM(ETOFENAMATE),2
94,Othereardx,SEMPER TABLETS 25MG (MECLIZINE),10
94,Othereardx,SOLOFEN TABLETS 10MG (BACLOFEN),17
94,Othereardx,"GUAPHEN SYRUP 20MG/ML (GUAIFENESIN) ""CENTER",1
94,Othereardx,"THROUGH F.C. TABLETS ""C.M.""(SENNOSIDES)",4
94,Othereardx,CINOLONE F.C. TABLET 250MG,23
94,Othereardx,TINTEN TABLETS 500MG,22
94,Othereardx,SPIZ SYRUP,2
94,Othereardx,BENSAU(BENZONATATE 100MG) SOFT CAPSULE,4
94,Othereardx,AMPRAZO TABLETS 0.5 MG (ALPRAZOLAM),24
94,Othereardx,"ESZO TABLETS 2MG""S.T.""(ESTAZOLAM)",11
94,Othereardx,KINAX TABLETS 0.5MG (ALPRAZOLAM),5
94,Othereardx,"TERADRIN TABLETS 2MG ""S.Y."" (TERAZOSIN)",3
94,Othereardx,"TERAZOSIN TABLETS 2MG ""U-CHU",5
94,Othereardx,"LINDACIN CAPSULES 150MG ""S.T."" (CLINDAMYCIN)",4
94,Othereardx,ZINE ORABASE 0.1%,2
94,Othereardx,"U-CHU"" ACEO CAPSULES RETARD 90MG",4
94,Othereardx,"CLONOPAM TABLETS 0.5MG ""KINGDOM""(CLONAZEPAM)",5
94,Othereardx,MECATER TABLETS 25MCG (PROCATEROL HYDROCHLORIDE HEMIHYDRATE),1
94,Othereardx,"METICORT TABLETS 4MG ""KINGDOM"" (METHYLPREDNISOLONE)",1
94,Othereardx,"DENOSIN FILM-COATED TABLETS 5MG ""LOTUS",3
94,Othereardx,ACTEIN EFFERVESCENT TABLETS 600MG,12
94,Othereardx,"U-CHU"" TONEC TABLETS 100MG (ACEC LOFENAC)",1
94,Othereardx,Laston Injection 30 mg/ml (Ketorolac Tromethamine),3
94,Othereardx,MOPRIDE F.C. TABLETS 5MG,4
94,Othereardx,NARIX SR F.C. TABLETS 1.5 MG,21
94,Othereardx,TIE SHR SHU PAP 〝P.Y〞,3
94,Othereardx,B-N-O OINTMENT,26
94,Othereardx,"FLUPINE TABLETS 0.25MG ""JOHNSON"" (FLUDIAZEPAM)",45
94,Othereardx,GENESAFE TABLETS 200MG (MEPHENOXALONE),1
94,Othereardx,ANXOKAST F.C. TABLETS 10MG,2
94,Othereardx,MIRTAPINE ORALLY DISINTEGRATING TABLETS 30MG,11
94,Othereardx,"ALPRAZOLAM TABLETS 0.5MG ""CYH",2
94,Othereardx,"DIAPIN TABLETS 2MG (DIAZEPAM)""PINE LAWER",29
94,Othereardx,CINNAZINE TABLETS(,55
94,Othereardx,DEXAMETHASONE INJECTION,6
94,Othereardx,"AMOXICILLIN CAPSULES ""YUNG SHIN",8
94,Othereardx,"PEICHIA TABLETS ""P.L.",1
94,Othereardx,"SILENCE TABLETS ""YUNG SHIN""(LORAZEPAM)",12
94,Othereardx,"PONSTAL CAPSULES 250MG  ""SINPHAR""(MEFENAMIC ACID)",3
94,Othereardx,"NINCORT ORAL GEL (TRIAMCINOLONE) ""SINPHAR",1
94,Othereardx,"CIMETIN TABLETS (CIMETIDINE) ""JOHNSON",1
94,Othereardx,"MYCOMB OTIC DROPS ""SINPHAR",15
94,Othereardx,"TREN CAPSULES 250MG (TRANEXAMIC ACID) ""YUNG SHIN",2
94,Othereardx,"MORCASIN TABLETS ""SINPHAR",2
94,Othereardx,"CEFADROXIL CAPSULES 500MG ""S.T.",2
94,Othereardx,"COMPESOLON TABLETS 5MG ""PINE LAWER"" (PREDNISOLONE)",19
94,Othereardx,"MUSCO TABLETS 30MG ""STANDARD"" (AMBROXOL HYDROCHLORIDE)",19
94,Othereardx,BOKEY ENTERIC-MICROENCAPSULATED CAPSULES 100MG (ASPIRIN)  ,3
94,Othereardx,FLUR DI FEN PATCH  40MG/12GM,4
94,Othereardx,"LIQUID BROWN MIXTURE (WITH OPIUM) ""CENTER",8
94,Othereardx,"TRAND CAPSULES 250MG ""STANDARD""(TRANEXAMIC ACID)",1
94,Othereardx,REGROW SUSTAINED RELEASE F.C. TABLET 60MG,1
94,Othereardx,"ASCOTYL ENTERIC-MICROENCAPSULATED CAPSULES 100MG ""STANDARD",10
94,Othereardx,"CETIRIZINE ORAL SOLUTION 1MG/ML ""CENTER",1
94,Othereardx,"TELIN S.R TABLETS 200MG ""STANDARD",4
94,Othereardx,"VOLNA-K F.C. TABLET 25MG ""STANDARD"" (DICLOFENAC POTASSIUM) ",2
94,Othereardx,DINIDOL S.C. TABLETS 25MG,54
94,Othereardx,ZOLPI F.C  TABLETS 10MG,9
94,Othereardx,"CODICON-U CAPSULES ""SINPHAR",3
94,Othereardx,EARFLO OTIC SOLUTION,81
94,Othereardx,NILASEN TABLETS 24MG,66
94,Othereardx,Momesone Cream 0.1% W/W,1
94,Othereardx,SILIMA CAPSULES 150MG “PINE LAWER”,13
94,Othereardx,"Metsone Cream 0.1% ""Sinphar",1
94,Othereardx,"FLUTICOSONE CREAM ""S.C.",3
94,Othereardx,AZETIN NASAL SPRAY 1MG/ML(0.14MG/DOSE),1
94,Othereardx,ZODENOX FILM COATED TABLETS 10MG“YUNG SHIN”,9
94,Othereardx,XYZINE F.C. TABLETS 5MG,31
94,Othereardx,MOSAPULIN FILM COATED TABLETS 5MG,1
94,Othereardx,"LORAPSEUDO SR F.C. TABLETS 5/120MG ""CYH",16
94,Othereardx,RIVOTRIL 0.5MG TABLET,10
94,Othereardx,TEARS NATURALE,1
94,Othereardx,CATAFLAM 25MG SUGAR-COATED TABLETS,8
94,Othereardx,ELOMET OINTMENT 0.1%,4
94,Othereardx,CLARINASE REPETABS TABLETS,10
94,Othereardx,GLUCOBAY TABLETS 50MG,1
94,Othereardx,SOFRADEX DROPS,37
94,Othereardx,SEROXAT TAB.20MG,10
94,Othereardx,NORVASC TABLETS 5MG,8
94,Othereardx,XANAX XR EXTENDED-RELEASE TABLETS 0.5MG,31
94,Othereardx,CILOXAN STERILE OPHTHALMIC SOLUTION,3
94,Othereardx,AUGMENTIN SYRUP 457MG/5ML /35ML,2
94,Othereardx,AUGMENTIN 1G F.C. TABLETS,21
94,Othereardx,APROVEL 300MG FILM-COATED TABLETS,20
94,Othereardx,NASONEX AQUEOUS NASAL SPRAY,11
94,Othereardx,ALLEGRA TABLETS 180MG,26
94,Othereardx,BEROTEC N 100MCG/PUFF METERED AEROSOL,3
94,Othereardx,PULMICORT NASAL AQUA 64UG/DOSE  120DOSE,7
94,Othereardx,SERETIDE 250 EVOHALER,3
94,Othereardx,CRESTOR 10MG FILM-COATED TABLETS,7
94,Othereardx,TAKEPRON OD 30MG TABLETS,1
94,Othereardx,REMINYL PROLONGED RELEASE CAPSULES 16MG,10
94,Othereardx,OLMETEC FILM COATED TABLETS 20MG,1
94,Othereardx,HYZAAR FC TABLETS 100/12.5 MG,15
94,Othereardx,AMARYL M FILM-COATED TABLETS 2/500MG,6
94,Othereardx,AVAMYS NASAL SPRAY,3
94,Othereardx,JANUMET 50/500 MG FILM-COATED TABLETS,7
94,Othereardx,FOSTER,1
94,Othereardx,CURAM FILM-COATED TABLETS 625MG,2
94,Othereardx,ANNA F COATED TABLETS,87
94,Othereardx,TAEE S.C. TABLETS 5MG,30
94,Othereardx,"FRONIL S.C. TABLETS ""JOHNSON",1
94,Othereardx,ALINAMIN-F 50 S.C. TABLETS,7
94,Othereardx,DUPIN TABLETS,2
95,Othnervdx,MENNA CAPSULES,2
95,Othnervdx,"SODIUM CHLORIDE INJECTION ""Y.F.",8
95,Othnervdx,"BISACODYL SUPPOSITORIES ""YUNG SHIN",16
95,Othnervdx,"LIDOCAINE HCL 2% FOR I.V. INJECTION ""LITA",3
95,Othnervdx,BEHYD TABLETS,34
95,Othnervdx,"MAGNESIUM OXIDE TABLETS 250MG ""VPP",20
95,Othnervdx,"HYDROXOCOBALAMIN INJECTION ""TAI YU",2
95,Othnervdx,"ZINC OXIDE OINTMENT ""WST",1
95,Othnervdx,"EPINEPHRINE INJECTION ""VPP",6
95,Othnervdx,"MANNITOL INJECTION 20% ""SHUN HWA",1
95,Othnervdx,"COLD CAPSULES ""SWISS BRAND",6
95,Othnervdx,"TRICODEX CREAM ""C.C.P.",6
95,Othnervdx,KINGMIN OPHTHALMIC SOLUTION (SULFAMETHOXAZOLE),7
95,Othnervdx,POTASSIUM CHLORIDE INJECTION 15%,1
95,Othnervdx,"SINPHARDERM CREAM ""SINPHAR",1
95,Othnervdx,GLIDIAB TABLETS 5MG(GLIPIZIDE) ,12
95,Othnervdx,"YONFUPHARM"" IBUPROFEN TABLETS",16
95,Othnervdx,B. &N. BACINEOCIN OINTMENT,4
95,Othnervdx,"CIVIDOID GEL (HEPARINOID) ""SINPHAR",1
95,Othnervdx,"PASCA GEL ""SHIONOGI",1
95,Othnervdx,"MAGNESIUM OXIDE TABLETS ""KINGDOM",59
95,Othnervdx,"DEXTROSE AND SODIUM CHLORIDE INJECTION 5%/0.9% ""Y.F.",2
95,Othnervdx,"ERYMYCIN CAPSULES 250MG (ERYTHROMYCIN ESTOLATE) ""VPP",1
95,Othnervdx,ANXIEDIN TABLETS 1MG (LORAZEPAM),3
95,Othnervdx,UCEFA CAPSULES 500MG (CEFADROXIL),9
95,Othnervdx,"GENTAMYCIN OPHTH. OINTMENT 3MG/GM ""GCPC",1
95,Othnervdx,ANSRON FILM COATED TABLETS 100MG,1
95,Othnervdx,"DEXTROSE 5% AND SODIUM CHLORIDE 0.225% INJECTION ""Y.F.",2
95,Othnervdx,"SULFASIL CREAM 1% (SILVER SULFADIAZINE) ""VPP",3
95,Othnervdx,"SOMIN TABLETS 2MG (DEXCHLORPHENIRAMINE) ""YUNG SHIN",2
95,Othnervdx,MEXITIL CAPSULES 100MG (MEXILETINE HYDROCHLORIDE),4
95,Othnervdx,"SUCRAL TABLETS 500MG ""VPP"" ",1
95,Othnervdx,"SULINTON TABLETS 200MG ""Y.S.""(SULINDAC)",7
95,Othnervdx,COUGH MIXTURE,2
95,Othnervdx,"REBAMOL TABLETS 500MG (METHOCARBAMOL) "" WINSTON ",38
95,Othnervdx,U-CITRA GRANULES,2
95,Othnervdx,"PARMASON GARGLE SOLUTION (CHLORHEXIDINE) ""B&F",1
95,Othnervdx,"HALIN TABLETS 5MG ""YU SHENG"" (HALOPERIDOL)",1
