drug_no,drug_name
AC36644100,"ATROGEM TABLETS 200MG(TIAPROFENIC ACID) ""MACRO"
AC36654477,"FUSONE EYE DROPS 1MG/ML ""MEDICINE"" (BETAMETHASONE)"
AC36657121,"K-CITRATE GRANULES ""GENTLE"
AC36662100,"ISCAN F.C. TABLETS 400MG (CIMETIDINE) ""S.L"
AC36667100,"NOCIGEN CAPSULES 100MG ""SWISS"" (MINOCYCLINE)"
AC36668100,"DEDEMA E.F.C. TABLETS 5MG ""STANDARD"" (SERRAPEPTASE)"
AC36669212,"ULCERTIN INJECTION 10MG/ML""SWISS"" (FAMOTIDINE)"
AC36669221,"ULCERTIN INJECTION 10MG/ML (FAMOTIDINE) ""SWISS"
AC36675100,"ELP CAPSULES 50MG (ALPRENOLOL HYDROCHLORIDE) ""S.D."
AC36677100,DALMADORM CAPSULES 30MG (FLURAZEPAM)
AC36678221,"YUTODIN INJECTION 10MG/ML (RITODRINE HYDROCHLORIDE) ""PURZER"
AC36679100,DALMADORM CAPSULES 15MG (FLURAZEPAM)
AC36693100,"LISACEF CAPSULES 250MG (CEPHRADINE) ""S.T."
AC36694406,SINZOLE OPHTHALMIC SOLUTION 4%
AC36736100,"ROYAMET F.C.TABLETS 400MG (CIMETIDINE) ""ROYAL"
AC367361G0,"ROYAMET F.C.TABLETS 400MG (CIMETIDINE) ""ROYAL"
AC36740212,"KETOFEN-S INJECTION 50MG/ML (KETOPROFEN) ""S.Y."
AC36749100,"SOMA CAPSULES ""STANDARD"
AC367491G0,"SOMA CAPSULES ""STANDARD"
AC36751209,SINTRIX FOR INJECTION 1G (CEFTRIAXONE)
AC36751212,SINTRIX FOR INJECTION (CEFTRIAXONE)
AC36751277,SINTRIX FOR INJECTION 500MG (CEFTRIAXONE)
AC36753100,"SAFE CAPSULES 2MG (LOPERAMIDE) ""TAI YU"
AC36757100,"COUDE CAPSULES ""S.D."
AC36759151,"KOUSULIN SYRUP ""M.T"
AC36759157,"KOUSULIN SYRUP ""M.T"
AC36763209,CEFOPIN INJECTION (CEFOPERAZONE)
AC36763212,CEFOPIN INJECTION (CEFOPERAZONE)
AC36763277,CEFOPIN INJECTION (CEFOPERAZONE)
AC36765321,"PRURINON CREAM""M.S"
AC36765329,"PRURINON CREAM ""M.S"
AC36765335,"PRURINON CREAM ""M.S"
AC36765338,"PRURINON CREAM ""M.S"
AC36768209,"TONMEX INJECTION 20MG/ML (PIROXICAM) ""PANBIOTIC"
AC36768212,"TONMEX INJECTION 20MG/ML (PIROXICAM) ""PANBIOTIC"
AC36783100,"S.N.A. CAPSULES 10MG ""C.H."" (FLUNARIZINE)"
AC36785100,"ASFEN TABLETS 1MG  ""STANDARD"" (KETOTIFEN)"
AC36787338,"SILIVERINE CREAM 10MG/GM ""S.Y"" (SILVER SULFADIAZINE)"
AC36787340,"SILIVERINE CREAM 10MG/GM ""S.Y."" (SILVER SULFADIAZINE)"
AC36787348,"SILIVERINE CREAM 10MG/GM ""S.Y."" (SILVER SULFADIAZINE)"
AC36787363,"SILIVERINE CREAM 10MG/GM ""S.Y."" (SILVER SULFADIAZINE)"
AC36787372,"SILIVERINE CREAM 10MG/GM ""S.Y."" (SILVER SULFADIAZINE)"
AC36787377,"SILIVERINE CREAM 10MG/GM ""S.Y."" (SILVER SULFADIAZINE)"
AC36788100,"CAPDON TABLETS 25MG ""STANDARD"" (CAPTOPRIL)"
AC367881G0,"CAPDON TABLETS 25MG ""STANDARD"" (CAPTOPRIL)"
AC36794100,"PROCAL TABLETS 667MG (CALCIUM ACETATE) ""PL"
AC367941G0,"PROCAL TABLETS 667MG (CALCIUM ACETATE) ""PL"
AC36811212,"DUOCER INJECTION 100MG/ML ""T.F."
AC36815100,"MINOLINE CAPSULES 100MG ""S.T"" (MINOCYCLINE)"
AC36816100,"ANSOCAINE TABLETS ""ASTAR"
AC36817100,"CIMETIDINE TABLET 400MG""T.F."
AC36820100,"METFORMIN TABLETS 500MG ""C.H."
AC368201G0,"METFORMIN TABLETS 500MG ""C.H."
AC36824421,"OASIS"" FLUOROMETHOLONE OPH. SUSPEN. 0.02%"
AC36824429,"OASIS"" FLUOROMETHOLONE OPHTHALMIC. SUSPENSION. 0.02%"
AC36825316,"YUTAM CREAM 50MG/GM ""YU SHENG""(ACYCLOVIR)"
AC36836100,CONJUESTROGEN F.C TABLETS 0.625MG
AC368361G0,CONJUESTROGEN F.C. TABLETS 0.625 MG
AC36840100,"BENDOPA CAPSULES ""WEIDAR"
AC36845100,"DECORON F.C. TABLET 0.75MG ""EVEREST"" (DEXAMETHASONE)"
AC36853100,"ACE-CAL TABLETS 667 MG (CALCIUM ACETATE) ""MACRO"
AC36854100,"GINKO TABLETS 9.6MG (GINKGOFLAVONGLYCOSIDE) ""S.Y."
AC36858423,"AMCICORT IN ORABASE 0.1% (TRIAMCINOLONE ACETONIDE) ""CL"
AC36862100,"DIABES TABLETS 5MG (GLIPIZIDE) ""P.L."
AC36863500,DOMPER SUPPOSITORIES 10MG (DOMPERIDONE)
AC36865321,LEO CREAM 200MG/GM 〝MACRO〃(AZELAIC ACID)
AC36865329,LEO CREAM 200MG/GM 〝MACRO〃(AZELAIC ACID)
AC36865330,LEO CREAM 200MG/GM 〝MACRO〃(AZELAIC ACID)
AC36865338,LEO CREAM 200MG/GM 〝MACRO〃(AZELAIC ACID)
AC36865343,LEO CREAM 200MG/GM 〝MACRO〃(AZELAIC ACID)
AC36868212,"VITAMIN C INJECTION 250MG/ML ""Y.Y."
AC36868221,"VITAMIN C INJECTION 250MG/ML ""Y.Y."
AC36869100,"FAMODINE F.C. TABLETS 40MG (FAMOTIDINE) ""N.K."
AC36885209,"MECOBALAMIN INJECTION 0.5MG/ML ""ASTAR"
AC36885212,"MECOBALAMINE INJECTION 0.5MG/ML ""ASTAR"
AC36892100,"HOU WE MING F.C. TABLETS 200MG ""CHINTENG"" (CIMETIDINE)"
AC368921G0,"HOU WE MING F.C. TABLETS 200MG (CIMETIDINE) ""CHINTENG"
AC36905209,"NAKAXONE FOR I.V. INJECTION (CEFTRIAXONE) ""N.K."
AC36907209,"PRIDINOL INJECTION 2MG/ML (PRIDINOL MESILATE) ""ASTAR"
AC36915100,"URIBENORM TABLETS 100MG ""CHEN TA"" (BENZBROMARONE)"
AC36926100,VETIN E.C. TABLETS 25MG. (DICLOFENAC)
AC36927100,VETIN E.C. TABLETS 50MG. (DICLOFENAC)
AC36935100,"SEDAMIN F.C. TABLETS 100MG. (ATENOLOL) ""C.C.P.C."
AC36940100,"MERO CAPSULE 100MG (MINOCYCLINE) ""KINGDOM"
AC36944100,"BIPIDEN TABLET 2MG ""SWISS""(BIPERIDEN)"
AC369441G0,"BIPIDEN TABLET 2MG ""SWISS""(BIPERIDEN)"
AC36963321,BENCOGEN CREAM
AC36963329,BENCOGEN CREAM
AC36964100,"UROBENIN S.C. TABLET 100MG ""SWISS"" (PHENAZOPYRIDINE)"
AC36966100,CARTIL TABLETS 30MG (DILTIAZEM HYDROCHLORIDE)
AC369661G0,CARTIL TABLETS 30MG (DILTIAZEM HCL)
AC36967212,"FEBIN INJECTION 50MG/ML (KETOPROFEN) ""TAI YU"
AC36971100,"CLINDAMYCIN CAPSULE 300MG ""KINGDOM"
AC37004248,"CIPROFLO INFUSION SOLUTION 2MG/ML ""S.Y."" (CIPROFLOXACIN)"
AC37004255,"CIPROFLO INFUSION SOLUTION 2MG/ML ""S.Y."" (CIPROFLOXACIN)"
AC37029100,"NIFUROX CAPSULES 200MG (NIFUROXAZIDE) ""H.S."
AC37035100,ROMISTANE CAPSULES
AC37042329,"FLUTHASONE CREAM ""CHINTENG"
AC37053209,"PIROXICAM INJECTION 20MG/ML ""Y.Y"
AC37053212,"PIROXICAM INJECTION 20MG/ML ""Y.Y"
AC37054100,"STOGAMET TABLETS 400MG ""SWISS"" (CIMETIDINE)"
AC370541G0,"STOGAMET TABLETS 400MG ""SWISS"" (CIMETIDINE)"
AC37062209,"PANCOBAMIN INJECTION 0.5MG/ML (MECOBALAMIN) ""PANBIOTIC"
AC37062221,"PANCOBAMIN INJECTION 0.5MG/ML (MECOBALAMIN) ""PANBIOTIC"
AC37063421,"TRACORT ORABASE 1MG/GM (TRIAMCINOLONE ACETONIDE)""PATRON"
AC37064209,"CEFE INJECTION ""SWISS"" (CEFMETAZOLE)"
AC37064212,"CEFE INJECTION ""SWISS"" (CEFMETAZOLE)"
AC37064265,"CEFE INJECTION ""SWISS"" (CEFMETAZOLE)"
AC37064277,"CEFE INJECTION ""SWISS"" (CEFMETAZOLE)"
AC37067329,CLOSONE CREAM
AC37067335,CLOSONE CREAM
AC37069321,"BETA CREAM ""SINPHAR"
AC37069329,"BETA CREAM 0.5MG/GM ""S.Y.""(BETAMETHASONE)"
AC37069335,"BETA CREAM ""SINPHAR"
AC37069343,"BETA CREAM ""SINPHAR"
AC37074321,"CETALA CREAM 1% ""Y.Y."" (CENTELLA ASIATICA)"
AC37074329,"CETALA CREAM 1% ""Y.Y."" (CENTELLA ASIATICA)"
AC37074335,"CETALA CREAM 1% ""Y.Y."" (CENTELLA ASIATICA)"
AC37074338,"CETALA CREAM 1% ""Y.Y."" (CENTELLA ASIATICA)"
AC37078321,BALINSE OINTMENT 5GM
AC37078329,"BALINSE OINTMENT ""GCPC"
AC37078335,"BALINSE OINTMENT ""GCPC"
AC37078338,"BALINSE OINTMENT ""GCPC"
AC37078340,"BALINSE OINTMENT ""GCPC"
AC37082100,"IMOLEX TABLETS 2MG ""SINPHAR""(LOPERAMIDE)"
AC370821G0,"IMOLEX TABLETS 2MG ""SINPHAR""(LOPERAMIDE)"
AC37093329,EASY ACNE SOLUTION 10MG/ML (CLINDAMYCIN)
AC37093338,EASY ACNE SOLUTION 10MG/ML (CLINDAMYCIN)
AC37093343,EASY ACNE SOLUTION 10MG/ML (CLINDAMYCIN)
AC37096321,"DEFULIN CREAM 0.05% ""EVEREST"" (CLOBETASOL PROPIONATE)"
AC37096324,"DEFULIN CREAM 0.05% ""EVEREST"" (CLOBETASOL PROPIONATE)"
AC37096329,"DEFULIN CREAM 0.05% ""EVEREST"" (CLOBETASOL PROPIONATE)"
AC37096335,"DEFULIN CREAM 0.05% ""EVEREST"" (CLOBETASOL PROPIONATE)"
AC37096338,"DEFULIN CREAM 0.05% ""EVEREST"" (CLOBETASOL PROPIONATE)"
AC37125100,"LISACEF CAPSULES 500MG ""S.T."" (CAPHRADINE)"
AC37126221,"ANPO INJECTION 10MG/ML ""S.T"" (RITODRINE HYDROCHLORIDE)"
AC37127238,"SODIUM BICARBONATE INJECTION 70MG/ML ""ASTAR"
AC37128319,EUCLOBE CREAM 0.5MG/GM
AC37128321,EUCLOBE CREAM 0.5MG/GM
AC37128323,EUCLOBE CREAM 0.5MG/GM
AC37128324,EUCLOBE CREAM 0.5MG/GM
AC37128329,EUCLOBE CREAM 0.5MG/GM
AC37128335,EUCLOBE CREAM 0.5MG/GM
AC37128338,EUCLOBE CREAM 0.5MG/GM
AC37128340,EUCLOBE CREAM 0.5MG/GM
AC37128343,EUCLOBE CREAM 0.5MG/GM
AC37128355,EUCLOBE CREAM 0.5MG/GM
AC37134329,B.B. GEL 1% (CLINDAMYCIN)
AC37134335,B.B. GEL 1% (CLINDAMYCIN)
AC37134338,B.B. GEL 1% (CLINDAMYCIN)
AC37134343,B.B. GEL 1% (CLINDAMYCIN)
AC37139316,C.B ACYLETE CREAM 50MG/GM (ACYCLOVIR)
AC37139321,C.B ACYLETE CREAM 50MG/GM (ACYCLOVIR)
AC37140100,"BEFON TABLETS 10MG ""M.S."" (BACLOFEN)"
AC371401G0,"BEFON TABLETS 10MG ""M.S."" (BACLOFEN)"
AC371401G5,"BEFON TABLETS 10MG ""M.S."" (BACLOFEN)"
AC37141100,"BEFON TABLETS 5MG (BACLOFEN) ""M.S."
AC371411G0,"BEFON TABLETS 5MG (BACLOFEN) ""M.S."
AC371411G5,"BEFON TABLETS 5MG (BACLOFEN) ""M.S."
AC37157100,"MEHYMINE TABLETS 50MG ""CHINTENG"" (MEBHYDROLIN)"
AC371571G0,"MEHYMINE TABLETS 50MG ""CHINTENG"" (MEBHYDROLIN)"
AC37162321,DERMALIN CREAM
AC37162329,DERMALIN CREAM
AC37162330,DERMALIN CREAM
AC37162335,DERMALIN CREAM
AC37166100,"SIN TONG E.F.C TABLETS 100MG ""CHINTENG"" (PENTOXYFYLLINE)"
AC37167100,"RINA CAPSULES ""P.L."
AC37190100,"NIROZIDE CAPSULES 200MG (NIFROXAZIDE) ""ROYAL"
AC37196100,ANPO TABLETS 10MG
AC37197100,"SWIFLOR CAPSULES 250MG (CEFACLOR) ""SWISS"
AC37200209,"KEPRO INJECTION 50MG/ML ""T.F."
AC37200212,KEPRO INJECTION 50MG/ML (KETOPROFEN)
AC37204100,CALATEC TABLETS 25MG (CAPTOPRIL)
AC37214421,"BETAGEN OPHTHALMIC SOULTION ""GCPC"
AC37214429,"BETAGEN OPHTHALMIC SOLUTION ""GCPC"
AC37216221,EUBRAIN INJECTION 200MG/ML (PIRACETAM)
AC37217100,EUBRAIN CAPSULES 400MG (PIRACETAM)
AC372171G0,EUBRAIN CAPSULES 400MG (PIRACETAM)
AC37224100,ASMALIN TABLETS 2.5MG (FENOTEROL)
AC372241G0,ASMALIN TABLETS 2.5MG (FENOTEROL)
AC37225100,"WECOLI TABLETS 25MG (BETHANECHOL CHLORIDE) ""YY"
AC372251G0,"WECOLI TABLETS 25MG (BETHANECHOL CHLORIDE) ""YY"
AC37227100,"Cefaclor Capsules 250mg ""Synmosa"
AC37228329,LEVALONE CREAM
AC37228336,"LEVALONE CREAM ""EVEREST"
AC37228338,LEVALONE CREAM
AC37229100,"CINTSU S.R.F.C. TABLETS 240MG (VERAPAMIL) ""YUNG SHIN"
AC37240329,CORTOLONE CREAM
AC37246212,"KETOPROFEN INJECTION 50MG/ML ""N.K."
AC37252212,"KETOPROFEN I.M. INJECTION 25MG/ML ""N.K."
AC37252216,"KETOPROFEN I.M. INJECTION 25MG/ML ""N.K."
AC37255100,"LIVER HOW CAPSULES ""CHINTENG"
AC372551G0,"LIVER HOW CAPSULES ""CHINTENG"
AC37257100,"DEGITON F.C. TABLETS 400MG (IBUPROFEN) ""ROOT"
AC372571G0,"DEGITON F.C. TABLETS 400MG (IBUPROFEN) ""ROOT"
AC37286321,"VICORAX CREAM 5% ""WEIDAR"
AC37288321,SWIVAZIN CREAM 10MG/GM (CENTELLA ASIATICA)
AC37288329,SWIVAZIN CREAM 10MG/GM (CENTELLA ASIATICA)
AC37288335,SWIVAZIN CREAM 10MG/GM (CENTELLA ASIATICA)
AC37288337,SWIVAZIN CREAM 10MG/GM (CENTELLA ASIATICA)
AC37288338,SWIVAZIN OINTMENT 10MG/G
AC37290209,"VANCO POWDER FOR INJECTION  ""GENTLE""(VANCOMYCIN)"
AC37290277,"VANCO POWDER FOR INJECTION (VANCOMYCIN) ""GENTLE"
AC37292100,"NICER TABLETS 10MG (NICERGOLINE) ""H.S."
AC37301157,ZECOL SYRUP
AC37307100,SEDATIN F.C. TABLETS 200MG (SULPIRIDE)
AC37311321,AROMA CREAM 20MG/G
AC37311329,AROMA CREAM 20MG/G
AC37311335,AROMA CREAM 20MG/G
AC37311338,AROMA CREAM 20MG/G
AC37311355,AROMA CREAM 20MG/GM (KETOCONAZOLE)
AC37314321,"CLINDAMYCIN GEL 10MG/GM ""C.C.P.C."
AC37314338,"CLINDAMYCIN GEL 10MG/GM ""C.C.P.C."
AC37314372,"CLINDAMYCIN GEL 10MG/GM ""C.C.P.C."
AC37314399,"CLINDAMYCIN GEL 10MG/GM ""C.C.P.C."
AC37344100,BOKEY ENTERIC-MICROENCAPSULATED CAPSULES 100MG (ASPIRIN)
AC373441G0,BOKEY ENTERIC-MICROENCAPSULATED CAPSULES 100MG (ASPIRIN)  
AC37352100,"HOPAN TABLETS 0.5MG ""KOJAR"" (HALOPERIDOL)"
AC373521G0,"HOPAN TABLETS 0.5MG (HALOPERIDOL) ""KOJAR"
AC37355100,"DICLOFENAC E.S.C. TABLETS 50MG ""YUNG CHI"
AC37368100,"FLUFEN FILM COATED TABLETS 250MG (ALUMINUM FLUFENAMATE) ""P.L"
AC37375100,GINKON FILM COATED TABLETS 9.6MG (GINKGOFLAVONGLYCOSIDE)
AC37376100,"SULORIL TABLETS 200MG ""WEIDAR"" (SULINDAC)"
AC37378100,"TRIMSOAN TABLETS 3MG (TRIMETOQUINOL) ""CHINTENG"
AC373781G0,"TRIMSOAN TABLETS 3MG (TRIMETOQUINOL) ""CHINTENG""  "
AC37384209,"CEFOXINE FOR INJECTION (CEFOTAXIME SODIUM) ""TAI YU"
AC37386314,"LADIOL GEL 0.6MG/GM  ""SINPHAR"" (ESTRADIOL)"
AC37386343,"LADIOL GEL 0.6MG/GM  ""SINPHAR"" (ESTRADIOL)"
AC37390100,"U-SAVE CAPSULES 500MG ""U-LIANG""(CEPHRADINE)"
AC37396100,"BRANDYL TABLETS 2.5MG (TERBUTALINE SULFATE) ""C.C.P.C."
AC373961G0,"BRANDYL TABLETS 2.5MG ""C.C.P.C."" (TERBUTALINE SULFATE)"
AC37441100,"BIPERIN TABLETS 2MG (BIPERIDEN) ""UNION"
AC374411G0,"BIPERIN TABLETS 2MG (BIPERIDEN)""UNION"
AC37442209,"CEFOTIN POWDER FOR INJECTION ""CEFOXITIN"
AC37442212,"CEFOTIN POWDER FOR INJECTION ""CEFOXITIN"
AC37497100,"SELEGYL TABLETS 5MG ""SWISS"" (DEPRENYL)"
AC37498221,"FENSIN INJECTION 8MG/ML (FENSPIRIDE) ""S.Y."
AC37501329,"ISOLON CREAM ""H.S."
AC37501335,"ISOLON CREAM ""H.S."
AC37510329,SONA CREAM
AC37510335,SONA CREAM
AC37511329,"C.G.B. CREAM ""H.S."
AC37511338,"C.G.B. CREAM ""H.S."
AC37519100,"OXETHAZAINE TABLETS ""SENTAI"
AC37520100,"CAPHOS TABLETS 667MG ""M.S.""(CALCIUM ACETATE)"
AC375201G0,"CAPHOS TABLETS 667MG (CALCIUM ACETATE) ""M.S."
AC375211G0,"CAPHOS TABLETS 667MG (CALCIUM ACETATE) ""M.S."
AC37523100,"CEPHALEXIN F.C.TABLET 500MG ""S.T."
AC37527100,"GLEUTON TABLETS 5MG (GLYBURIDE) ""YU SHENG"
AC375271G0,"GLEUTON TABLETS 5MG ""YU SHENG"" (GLYBURIDE)"
AC37549100,"TRENTINE F.C. TABLETS 9.6MG ""N.K."
AC375491G0,"TRENTINE F.C. TABLETS 9.6MG ""N.K."
AC37550212,"AMINFEC INJECTION 125MG/ML ""STANDARD"" (AMIKACIN)"
AC37551100,"KINTHREE FILM TABLETS 9.6MG (GINKGOFLAVONGLYCOSIDE) ""EVEREST"
AC37556100,"VICIN CAPSULE 150MG (CLINDAMYCIN) ""PURZER"
AC37557100,"DICYCLOMINE TABLETS 10MG ""SENTAI"
AC37563321,"SAFELON CREAM ""EVEREST"
AC37570109,ULSAMIN FINE GRANULES 900MG/GM (BASIC ALUMINUM SUCROSE SULFATE)
AC37579100,FLU-D TABLETS 200MG
AC37580321,CLOSONE CREAM
AC37580329,CLOSONE CREAM
AC37580335,CLOSONE CREAM
AC37586100,"GINKOBA F.C.TABLETS 9.6MG ""ROYAL""(GINKGOFLAVONGLYCOSIDE)"
AC37591100,"WENISU TABLETS 5MG (NORETHISTERONE) ""H.S."
AC37592148,"COJALIN SYRUP ""CHINTENG"
AC37595100,"NAFXEN TABLETS 500MG (NAPROXEN) ""TAI YU"
AC37596109,"SUCRALFATE GRANULES 900MG/GM ""SINPHAR"
AC37601100,"WELIZEN F.C. TABLETS 20MG ""N.K."
AC376011G0,"WELIZEN F.C.TABLETS 20MG ""N.K"
AC37603100,"VALTAFEN ENTERIC F.C. TABLETS 50MG ""SINPHAR""(DICLOFENAC)"
AC376031G0,"VALTAFEN ENTERIC F.C. TABLETS 50MG ""SINPHAR""(DICLOFENAC)"
AC37608100,"PIRACETAM CAPSULES 400MG ""KOJAR"" (PIRACETAM)"
AC376081G0,"PIRACETAM CAPSULES 400MG ""KOJAR"" (PIRACETAM)"
AC37622321,"DERMALEAN GEL 10MG/GM ""B&F""(CLINDAMYCIN)"
AC37622323,"DERMALEAN GEL 10MG/GM ""B&F""(CLINDAMYCIN)"
AC37622329,"DERMALEAN GEL 10MG/GM ""B&F""(CLINDAMYCIN)"
AC37622330,"DERMALEAN GEL 10MG/GM ""B&F""(CLINDAMYCIN)"
AC37622335,DERMALEAN GEL 10MG/GM
AC37632151,SCONIN ORAL SUSPENSION 20MG/ML
AC37632157,SCONIN ORAL SUSPENSION 20MG/ML
AC37637157,"POWEGON SUSPENSION 20MG/ML ""EVEREST"" (CIMETIDINE)"
AC37644100,"EFOSIN S.C TABLETS 25MG ""KOJAR"" (DIPYRIDAMOLE)"
AC376441G0,"EFOSIN S.C TABLETS 25MG ""KOJAR"" (DIPYRIDAMOLE)"
AC37651100,"CEGOLIN F.C. TABLETS 9.6MG (GINKFLAVONGLYCOSIDE) ""WEIDAR"
AC37652100,"SEAPRO CAPSULES 10MG (SEAPROSE) ""CHINTENG"
AC37655321,UERALY CREAM
AC37655329,UERALY CREAM
AC37655335,UERALY CREAM
AC37655336,UERALY CREAM
AC37655338,UERALY CREAM
AC37656100,"SCOPINE F.C. TABLETS 10MG ""EVEREST"" (SCOPOLAMINE BUTYLBROMIDE)"
AC37668153,"CIRLITON DROPS 9.6MG(GINKGOFLAVONGLYCOSIDES)""Y.Y."
AC37669143,EUMED DROPS 9.6MG/ML(GINGOFLAVONGLYCOSIDES)
AC37669151,EUMED DROPS 9.6MG/ML(GINGOFLAVONGLYCOSIDES)
AC37669155,EUMED DROPS 9.6MG/ML(GINGOFLAVONGLYCOSIDES)
AC37669157,EUMED DROPS 9.6MG/ML(GINGOFLAVONGLYCOSIDES)
AC37675100,"BACONE TABLETS 10MG ""H.S."" (BACLOFEN)"
AC376751G0,"BACONE TABLETS 10MG ""H.S."" (BACLOFEN)"
AC37679100,"BEENRONE TABLETS 50MG ""YUNG SHIN"" (BENZBROMARONE)"
AC376791G0,"BEENRONE TABLETS 50MG ""YUNG SHIN"" (BENZBROMARONE)"
AC37680100,"ANLIN CAPSULES 10MG ""CHINTENG"" (OXAZOLAM)"
AC376801G0,"ANLIN CAPSULES 10MG ""CHINTENG"" (OXAZOLAM)"
AC37682100,NAPUSIN TABLETS 250MG (NAPROXEN)
AC37685100,GEMD FILM COATED TABLETS 600MG (GEMFIBROZIL)
AC37686155,"SENIN ORAL SOLUTION 9.6MG/ML (GINKGOFLAVONE GLYCOSIDES) ""PURZER"
AC37686157,"SENIN ORAL SOLUTION 9.6MG/ML (GINKGOFLAVONE GLYCOSIDES) ""PURZER"
AC37687100,"SENIN F.C. TABLET 9.6MG ""PURZER""(GINKGOFLAVONE GLYCOSIDES)"
AC376871G0,"SENIN F.C. TABLET 9.6MG ""PURZER""(GINKGOFLAVONE GLYCOSIDES)"
AC37688245,"CIPROFLO INFUSION SOLUTION 10MG/ML ""S.Y.""(CIPROFLOXACIN)"
AC37689100,"AELOCON S.C. TABLETS ""EVEREST"
AC376891G0,"AELOCON S.C. TABLETS ""EVEREST"
AC37691329,PIROCAM CREAM 10MG/GM(PIROXICAM)
AC37691336,PIROCAM CREAM 10MG/GM
AC37691338,PIROCAM CREAM 10MG/GM(PIROXICAM)
AC37691340,PIROCAM CREAM 10MG/GM(PIROXICAM)
AC37691345,PIROCAM CREAM 10MG/GM(PIROXICAM)
AC37691355,PIROCAM CREAM 10MG/GM(PIROXICAM)
AC37696100,"HOPAN TABLETS 5MG ""KOJAR"" (HALOPERIDOL)"
AC376961G0,"HOPAN TABLETS 5MG (HALOPERIDOL) ""KOJAR"
AC37702100,"KERSAN TABLETS 100MG (ASPIRIN) ""CHINTENG"
AC37712100,"PARTANE TABLETS 2MG ""MACRO"" (TRIHEXYPHENIDYL HYDROCHLORIDE)"
AC377121G0,"PARTANE TABLETS 2MG ""MACRO"" (TRIHEXYPHENIDYL HYDROCHLORIDE)"
AC37715100,"YENTAC TABLET 200MG (SULINDAC) ""S.L."
AC37720100,URSOLIC TABLETS 100MG (URSODEOXYCHOLIC ACID)
AC377201G0,URSOLIC TABLETS 100MG (URSODEOXYCHOLIC ACID)
AC37722221,"RANIDINE INJETION 10MG/ML (RANTIDINE) ""S.T."
AC37739321,"NAZOLE CREAM 2% (KETOCONAZOLE) ""S.Y."
AC37740100,"BONSTAN CAPSULES 250MG ""EVEREST""(MEFENAMIC ACID)"
AC37741209,"TRICEF FOR I.V. INJECTION ""SWISS"" (CEFTRIAXAXONE)"
AC37741212,"TRICEF FOR I.V. INJECTION ""SWISS"" (CEFTRIAXAXONE)"
AC37741265,"TRICEF FOR I.V. INJECTION ""SWISS"" (CEFTRIAXAXONE)"
AC37741277,"TRICEF FOR I.V. INJECTION ""SWISS"" (CEFTRIAXAXONE)"
AC37809100,NAPOFEN TABLETS 200MG(FENBUFEN)
AC37810277,"POLYMIN INJECTION 3% ""N.K."
AC37833100,APUZIN TABLETS 50MG (CAPTOPRIL)
AC37835100,APUZIN TABLETS 25MG (CAPTOPRIL)
AC37837100,"KCB F.C. TABLETS 120MG (DIBISMUTH TRIOXIDE) ""SWISS"
AC37838335,SEFUCON CREAM 1% (SILVER SULFADIAZINE)
AC37838338,SEFUCON CREAM 1% (SILVER SULFADIAZINE)
AC37838372,SEFUCON CREAM 1% (SILVER SULFADIAZINE)
AC37840500,"ECONAZOLE VAGINAL SUPPOSITORY 150MG ""SINPHAR"
AC37866421,"SINTROPIC OPHTHALMIC SOLUTION 5MG/ML ""SINPHAR"
AC37874421,EUXINC ORABASE 0.1%
AC37874426,EUXINC ORABASE 0.1%
AC37875100,"AMSOLVON TABLETS 30MG ""S.Y."
AC37876100,POKEN CAP.
AC378761G0,"POKEN CAPSULES 150MG (SILYMARIN) ""MEIDER"
AC37878500,"VALTAFEN SUPPOSITORY 12.5MG (DICLOFENAC) ""SINPHAR"
AC37902100,"SULIRAM TABLETS 200MG  ""F.Y.""(SULINDAC)"
AC37909329,TONIN GEL 100MG/GM (ETOFENAMATE)
AC37909335,TONIN GEL 100MG/GM (ETOFENAMATE)
AC37909338,TONIN GEL 100MG/GM (ETOFENAMATE)
AC37909345,TONIN GEL 100MG/GM (ETOFENAMATE)
AC37924477,BAXICIN SINGLE DOSE UNIT EYE DROPS
AC37928100,"ATENOL F.C. TABLETS 100MG (ATENOLOL) ""WEIDAR"
AC379281G0,"ATENOL F.C. TABLETS 100MG (ATENOLOL) ""WEIDAR"
AC37934100,SYNOTEC TABLETS 200MG (TIAPROFENIC ACID)
AC37945100,"CIMETIN F.C. TABLETS 400MG ""JOHNSON"" (CIMETIN)"
AC379451G0,"CIMETIN F.C. TABLETS 400MG ""JOHNSON"" (CIMETIDINE)"
AC379881G0,GOUTIL TABLETS 50MG (BENZBROMARONE)
AC37991100,"WEIDOS F.C. TABLET 300MG ""WEIDAR"" (RANITIDINE)"
AC37995209,"TRIMIN INJECTION 50MG/ML ""SWISS""(DIMENHYDRINATE)"
AC37995221,"TRIMIN INJECTION 50MG/ML ""SWISS""(DIMENHYDRINATE)"
AC37996100,"PHOSUNK TABLET 667MG ""SWISS""(CALCIUM ACETATE)"
AC379961G0,"PHOSUNK TABLET 667MG ""SWISS"" (CALCIUM ACETATE)"
AC37997100,"MODIPANOL TABLET 2MG ""SWISS""(FLUNITRAZEPAM)"
AC379971G0,"MODIPANOL TABLET 2MG ""SWISS"" (FLUNITRAZEPAM)"
AC38013500,"ECOVALE SUPPOSITORIES 150 MG ""P.L."" (ECONAZOLE)"
AC38016100,"GEM-S F.C. TABLETS 600MG  ""S.T."" (GEMFIBROZIL)"
